word;lvl;transcription;translation;class
exhibition;b1;[͵eksıʹbıʃ(ə)n];выставка;noun
exile;c1;[ʹeksaıl];изгнание;noun
exist;a2;[ıgʹzıst];существовать;verb
existence;b2;[ıgʹzıst(ə)ns];существование;noun
exit;b2;[ʹegzıt];выход;noun
exit;c1;[ʹegzıt];выйти;verb
exotic;b2;[ıgʹzɒtık];экзотический;adjective
expand;b1;[ıkʹspænd];расширить;verb
expansion;b2;[ıkʹspænʃ(ə)n];расширение;noun
expect;a2;[ıkʹspekt];ожидать;verb
expectation;b2;[͵ekspekʹteıʃ(ə)n];ожидание;noun
expected;b1;[ıkʹspektıd];исключенный;adjective
expedition;b1;[͵ekspıʹdıʃ(ə)n];экспедиция;noun
expenditure;c1;[ıkʹspendıtʃə];расход;noun
expense;b2;[ıkʹspens];счет;noun
expensive;a1;[ıkʹspensıv];дорогой;adjective
experience;a2;[ıkʹspı(ə)rıəns];опыт;noun
experience;b1;[ıkʹspı(ə)rıəns];испытывать;verb
experienced;b1;[ıkʹspı(ə)rıənst];опытный;adjective
experiment;a2;[ıkʹsperımənt];эксперимент;noun
experiment;b1;[ıkʹsperımənt];экспериментировать;verb
experimental;c1;[ık͵sperıʹmentl];экспериментальный;adjective
expert;a2;[ʹekspɜ:t];экспертный;adjective
expert;a2;[ʹekspɜ:t];эксперт;noun
expertise;b2;[͵ekspɜ:ʹti:z];опыт;noun
expire;c1;[ıkʹspaıə];истекать;verb
explain;a1;[ıkʹspleın];объяснить;verb
explanation;a2;[͵ekspləʹneıʃ(ə)n];объяснение;noun
explicit;c1;[ıkʹsplısıt];явный;adjective
explicitly;c1;[ıkʹsplısıtlı];явно;adverb
explode;b1;[ıkʹspləʋd];взорваться;verb
exploit;b2;[ʹeksplɔıt];использовать;verb
exploitation;c1;[͵eksplɔıʹteıʃ(ə)n];эксплуатация;noun
exploration;b2;[͵ekspləʹreıʃ(ə)n];разведка;noun
explore;b1;[ıkʹsplɔ:];исследовать;verb
explosion;b1;[ıkʹspləʋʒ(ə)n];взрыв;noun
explosive;c1;[ıkʹspləʋsıv];взрывной;adjective
explosive;c1;[ıkʹspləʋsıv];взрывчатка;noun
export;b1;[ʹekspɔ:t];экспорт;noun
export;b1;[ʹekspɔ:t];экспортировать;verb
expose;b2;[ıkʹspəʋz];разоблачить;verb
exposure;b2;[ıkʹspəʋʒə];воздействие;noun
express;a2;[ıkʹspres];выразить;verb
expression;a2;[ıkʹspreʃ(ə)n];выражение;noun
extend;b2;[ıkʹstend];продлить;verb
extension;b2;[ıkʹstenʃ(ə)n];расширение;noun
extensive;b2;[ıkʹstensıv];обширный;adjective
extensively;b2;[ik'sten(t)sivli];широко;adverb
extent;b2;[ıkʹstent];степень;noun
external;b2;[ıkʹstɜ:n(ə)l];внешний;adjective
extra;a1;[ʹekstrə];дополнительный;adjective
extra;b1;[ʹekstrə];дополнительно;adverb
extra;b1;[ʹekstrə];доплата;noun
extract;b2;[ʹekstrækt];экстракт;noun
extract;c1;[ʹekstrækt];извлечь;verb
extraordinary;b2;[ıkʹstrɔ:d(ə)n(ə)rı];чрезвычайный;adjective
extreme;a2;[ıkʹstri:m];экстремальный;adjective
extreme;b2;[ıkʹstri:m];крайность;noun
extremely;a2;[ıkʹstri:mlı];чрезвычайно;adverb
extremist;c1;[ıkʹstri:mıst];экстремист;noun
eye;a1;[aı];глаз;noun
fabric;b2;[ʹfæbrık];ткань;noun
fabulous;b2;[ʹfæbjʋləs];сказочный;adjective
face;a1;[feıs];лицо;noun
face;b1;[feıs];сталкиваться с;verb
facilitate;c1;[fəʹsılıteıt];облегчить;verb
facility;b2;[fəʹsılıtı];объект;noun
fact;a1;[fækt];факт;noun
faction;c1;[ʹfækʃ(ə)n];фракция;noun
factor;a2;[ʹfæktə];фактор;noun
factory;a2;[ʹfækt(ə)rı];завод;noun
faculty;c1;[ʹfæk(ə)ltı];факультет;noun
fade;c1;[feıd];исчезать;verb
fail;a2;[feıl];терпеть неудачу;verb
failed;b2;[feıld];неудачный;adjective
failure;b2;[ʹfeıljə];неудача;noun
fair;a2;[feə];справедливый;adjective
fairly;b1;[ʹfeəlı];довольно;adverb
fairness;c1;['f^88^ənəs];справедливость;noun
faith;b2;[feıθ];вера;noun
fake;b2;[feık];поддельный;adjective
fall;a2;[fɔ:l];падение;noun
fall;a1;[fɔ:l];упасть;verb
false;a1;[fɔ:ls];ложный;adjective
fame;b2;[feım];слава;noun
familiar;b1;[fəʹmılıə];знакомый;adjective
family;a1;[ʹfæm(ə)lı];семейный;adjective
family;a1;[ʹfæm(ə)lı];семья;noun
famous;a1;[ʹfeıməs];известный;adjective
fan;a2;[fæn];поклонник;noun
fancy;b1;[ʹfænsı];причудливый;adjective
fancy;b1;[ʹfænsı];хотеть;verb
fantastic;a1;[fænʹtæstık];фантастический;adjective
fantasy;b2;[ʹfæntəsı];фантазия;noun
far;b1;[fɑ:];далекий;adjective
far;a1;[fɑ:];далеко;adverb
fare;b2;[feə];тариф;noun
farm;a1;[fɑ:m];ферма;noun
farm;a2;[fɑ:m];обрабатывать;verb
farmer;a1;[ʹfɑ:mə];фермер;noun
farming;a2;[ʹfɑ:mıŋ];сельское хозяйство;noun
fascinating;b1;[ʹfæsıneıtıŋ];увлекательный;adjective
fashion;a2;[ʹfæʃ(ə)n];мода;noun
fashionable;b1;[ʹfæʃ(ə)nəb(ə)l];модный;adjective
fast;a1;[fɑ:st];быстрый;adjective
fast;a1;[fɑ:st];быстро;adverb
fasten;b1;[ʹfɑ:s(ə)n];пристегнуть;verb
fat;a1;[fæt];жировой;adjective
fat;a2;[fæt];жир;noun
fatal;c1;[ʹfeıtl];смертельный;adjective
fate;c1;[feıt];судьба;noun
father;a1;[ʹfɑ:ðə];отец;noun
fault;b2;[fɔ:lt];вина;noun
favour;b1;[ʹfeıvə];польза;noun
favour;b2;[ʹfeıvə];способствовать;verb
favourable;c1;[ʹfeıv(ə)rəb(ə)l];благоприятный;adjective
favourite;a1;[ʹfeıv(ə)rıt];любимый;adjective
favourite;a1;[ʹfeıv(ə)rıt];фаворит;noun
fear;a2;[fıə];страх;noun
fear;b1;[fıə];бояться;verb
feat;c1;[fi:t];подвиг;noun
feather;b2;[ʹfeðə];перо;noun
feature;a2;[ʹfi:tʃə];особенность;noun
feature;b1;[ʹfi:tʃə];иметь;verb
february;a1;[ʹfebrʋ(ə)rı];февраль;noun
federal;b2;[ʹfed(ə)rəl];федеральный;adjective
fee;b2;[fi:];плата;noun
feed;b2;[fi:d];корм;noun
feed;a2;[fi:d];кормить;verb
feedback;b2;[ʹfi:dbæk];отзыв;noun
feeding;unknown;[ʹfi:dıŋ];кормление;noun
feel;b2;[fi:l];ощущение;noun
feel;a1;[fi:l];чувствовать себя;verb
feeling;a1;[ʹfi:lıŋ];чувство;noun
fellow;b2;[ʹfeləʋ];ближний;adjective
female;a2;[ʹfi:meıl];женский;adjective
female;a2;[ʹfi:meıl];женщина;noun
feminist;c1;[ʹfemınıst];феминистский;adjective
feminist;c1;[ʹfemınıst];феминистка;noun
fence;b1;[fens];забор;noun
festival;a1;[ʹfestıv(ə)l];фестиваль;noun
fever;b2;[ʹfi:və];лихорадка;noun
few;a1;[fju:];немногочисленный;adjective
few;a1;[fju:];мало;determiner
few;a1;[fju:];немногие;pronoun
fibre;c1;[ʹfaıbə];волокно;noun
fiction;a2;[ʹfıkʃ(ə)n];фантастика;noun
field;a2;[fi:ld];область;noun
fierce;c1;[fıəs];ожесточенный;adjective
fifteen;a1;[fıfʹti:n];пятнадцать;number
fifth;a1;[fıfθ];пятый;ordinal number
fifty;a1;[ʹfıftı];пятьдесят;number
fight;a2;[faıt];борьба;noun
fight;a2;[faıt];бороться;verb
fighting;b1;[ʹfaıtıŋ];бой;noun
figure;a2;[ʹfıgə];фигура;noun
figure;b2;[ʹfıgə];понимать;verb
file;b1;[faıl];файл;noun
file;b2;[faıl];подать;verb
fill;a1;[fıl];заполнить;verb
film;a1;[fılm];фильм;noun
film;a2;[fılm];снимать;verb
film-maker;c1;[fılm]-[ʹmeıkə];режиссер;noun
filter;c1;[ʹfıltə];фильтр;noun
filter;c1;[ʹfıltə];фильтровать;verb
final;a1;[ʹfaın(ə)l];окончательный;adjective
final;a2;[ʹfaın(ə)l];финал;noun
finally;a2;[ʹfaınəlı];наконец;adverb
finance;b2;[ʹfaınæns];финансы;noun
finance;b2;[ʹfaınæns];финансировать;verb
financial;b1;[f(a)ıʹnænʃ(ə)l];финансовый;adjective
find;a1;[faınd];найти;verb
finding;b2;[ʹfaındıŋ];поиск;noun
fine;a1;[faın];в порядке;adjective
fine;c1;[faın];штраф;noun
fine;c1;[faın];оштрафовать;verb
finger;a2;[ʹfıŋgə];палец;noun
finish;a2;[ʹfınıʃ];финиш;noun
finish;a1;[ʹfınıʃ];закончить;verb
fire;a1;[ʹfaıə];огонь;noun
fire;b1;[ʹfaıə];уволить;verb
firearm;c1;['faiə(r)ɑ:m];огнестрельное оружие;noun
firefighter;b2;['faiə,faitə];пожарный;noun
firework;b2;[ʹfaıəwɜ:k];фейерверк;noun
firm;b2;[fɜ:m];твердый;adjective
firm;b2;[fɜ:m];фирма;noun
firmly;b2;[fə:mli];твердо;adverb
first;a1;[fɜ:st];впервые;adverb
first;a1;[fɜ:st];первый;determiner
first;a2;[fɜ:st];начало;noun
first;a1;[fɜ:st];первый;ordinal number
firstly;a2;[ʹfɜ:stlı];во-первых;adverb
fish;a1;[fıʃ];рыбы;noun
fish;a2;[fıʃ];ловить рыбу;verb
fishing;a2;[ʹfıʃıŋ];рыбалка;noun
fit;a2;[fıt];пригодный;adjective
fit;c1;[fıt];соответствие;noun
fit;a2;[fıt];подходить;verb
fitness;b1;[ʹfıtnıs];фитнес;noun
five;a1;[faıv];пять;number
fix;b2;[fıks];исправление;noun
fix;a2;[fıks];исправить;verb
fixed;b1;[fıkst];фиксированный;adjective
fixture;c1;[ʹfıkstʃə];прибор;noun
flag;b1;[flæg];флаг;noun
flame;b2;[fleım];пламя;noun
flash;b2;[flæʃ];вспышка;noun
flash;b2;[flæʃ];мигать;verb
flat;a2;[flæt];плоский;adjective
flat;a1;[flæt];квартира;noun
flavour;b2;[ʹfleıvə];вкус;noun
flaw;c1;[flɔ:];недостаток;noun
flawed;c1;[flɔːd];ошибочный;adjective
flee;c1;[fli:];бежать;verb
fleet;c1;[fli:t];флот;noun
flesh;c1;[fleʃ];плоть;noun
flexibility;c1;[͵fleksəʹbılıtı];гибкость;noun
flexible;b2;[ʹfleksəb(ə)l];гибкий;adjective
flight;a1;[flaıt];полет;noun
float;b2;[fləʋt];плавать;verb
flood;b1;[flʌd];наводнение;noun
flood;b1;[flʌd];затопить;verb
floor;a1;[flɔ:];этаж;noun
flour;b1;[ʹflaʋə];мука;noun
flourish;c1;[ʹflʌrıʃ];процветать;verb
flow;b1;[fləʋ];поток;noun
flow;b1;[fləʋ];течь;verb
flower;a1;[ʹflaʋə];цветок;noun
flu;a2;[~:];грипп;noun
fluid;c1;[ʹflu:ıd];жидкость;noun
fly;a2;[flaı];муха;noun
fly;a1;[flaı];летать;verb
flying;a2;[ʹflaııŋ];летающий;adjective
flying;a2;[ʹflaııŋ];полет;noun
focus;a2;[ʹfəʋkəs];внимание;noun
focus;a2;[ʹfəʋkəs];сосредоточиться;verb
fold;b2;[fəʋld];раз;noun
fold;b1;[fəʋld];сложить;verb
folding;b2;[ʹfəʋldıŋ];складной;adjective
folk;b1;[fəʋk];народный;adjective
folk;b1;[fəʋk];люди;noun
follow;a1;[ʹfɒləʋ];следовать;verb
following;a2;[ʹfɒləʋıŋ];следующий;adjective
following;b1;[ʹfɒləʋıŋ];следование;noun
following;b2;[ʹfɒləʋıŋ];после;preposition
fond;b2;[fɒnd];любить;adjective
food;a1;[fu:d];пища;noun
fool;b2;[fu:l];дурак;noun
foot;a1;[fʋt];нога;noun
footage;c1;[ʹfʋtıdʒ];кадр;noun
football;a1;[ʹfʋtbɔ:l];футбол;noun
for;a1;[fɔ:];за;preposition
forbid;b2;[fəʹbıd];запрещать;verb
force;b1;[fɔ:s];сила;noun
force;b1;[fɔ:s];заставить;verb
forecast;b2;[ʹfɔ:kɑ:st];прогноз;noun
forecast;b2;[ʹfɔ:kɑ:st];прогнозировать;verb
foreign;a2;[ʹfɒrın];иностранный;adjective
foreigner;c1;[ʹfɒrınə];иностранец;noun
forest;a2;[ʹfɒrıst];лес;noun
forever;b1;[fəʹrevə];навсегда;adverb
forge;c1;[fɔ:dʒ];наладить;verb
forget;a1;[fəʹget];забыть;verb
forgive;b2;[fəʹgıv];простить;verb
fork;a2;[fɔ:k];вилка;noun
form;a1;[fɔ:m];форма;noun
form;a1;[fɔ:m];образовать;verb
formal;a2;[ʹfɔ:m(ə)l];формальный;adjective
format;b2;[ʹfɔ:mæt];формат;noun
formation;b2;[fɔ:ʹmeıʃ(ə)n];формирование;noun
former;b2;[ʹfɔ:mə];бывший;adjective
formerly;b2;[ʹfɔ:məlı];ранее;adverb
formula;c1;[ʹfɔ:mjʋlə];формула;noun
formulate;c1;[ʹfɔ:mjʋleıt];сформулировать;verb
forth;c1;[fɔ:θ];вперед;adverb
forthcoming;c1;[͵fɔ:θʹkʌmıŋ];предстоящий;adjective
fortunate;b2;[ʹfɔ:tʃ(ə)nət];счастливый;adjective
fortunately;a2;[ʹfɔ:tʃ(ə)nətlı];к счастью;adverb
fortune;b2;[ʹfɔ:tʃ(ə)n];состояние;noun
forty;a1;[ʹfɔ:tı];сорок;number
forum;b2;[ʹfɔ:rəm];форум;noun
forward;b2;[ʹfɔ:wəd];передовой;adjective
forward;a2;[ʹfɔ:wəd];вперед;adverb
fossil;b2;[ʹfɒs(ə)l];окаменелость;noun
foster;c1;[ʹfɒstə];способствовать;verb
found;b2;[faʋnd];найти;verb
foundation;b2;[faʋnʹdeıʃ(ə)n];фонд;noun
founder;b2;[ʹfaʋndə];основатель;noun
four;a1;[fɔ:];четыре;number
fourteen;a1;[͵fɔ:ʹti:n];четырнадцать;number
fourth;a1;[fɔ:θ];четвертый;ordinal number
fraction;b2;[ʹfrækʃ(ə)n];часть;noun
fragile;c1;[ʹfrædʒaıl];хрупкий;adjective
fragment;b2;[ʹfrægmənt];фрагмент;noun
frame;b1;[freım];рамка;noun
frame;b1;[freım];подставить;verb
framework;b2;[ʹfreımwɜ:k];основа;noun
franchise;c1;[ʹfræntʃaız];франшиза;noun
frankly;c1;[ʹfræŋklı];честно говоря;adverb
fraud;b2;[frɔ:d];мошенничество;noun
free;a1;[fri:];свободный;adjective
free;a2;[fri:];бесплатно;adverb
free;b2;[fri:];освободить;verb
freedom;b2;[ʹfri:dəm];свобода;noun
freely;b2;[ʹfri:lı];свободно;adverb
freeze;b1;[fri:z];заморозить;verb
frequency;b2;[ʹfri:kwənsı];частота;noun
frequent;b2;[ʹfri:kwənt];частый;adjective
frequently;b1;['fri:kwəntli];часто;adverb
fresh;a2;[freʃ];свежий;adjective
friday;a1;[ʹfraıdı];пятница;noun
fridge;a2;[frıdʒ];холодильник;noun
friend;a1;[frend];друг;noun
friendly;a1;[ʹfrendlı];дружественный;adjective
friendship;b1;[ʹfrendʃıp];дружба;noun
frighten;b1;[͵fraıtn];пугать;verb
frightened;b1;[ʹfraıtnd];испуганный;adjective
frightening;b1;[ʹfraıtnıŋ];пугающий;adjective
frog;a2;[frɒg];лягушка;noun
from;a1;[frɒm];от;preposition
front;a1;[frʌnt];передний;adjective
front;a1;[frʌnt];перед;noun
frozen;b1;[ʹfrəʋz(ə)n];замороженный;adjective
fruit;a1;[fru:t];фрукт;noun
frustrated;c1;[frʌʹstreıtıd];разочарованный;adjective
frustrating;c1;[frʌʹstreıtıŋ];разочаровывающий;adjective
frustration;c1;[frʌʹstreıʃ(ə)n];разочарование;noun
fry;b1;[fraı];жарить;verb
fuel;b1;[fjʋəl];топливо;noun
fuel;b2;[fjʋəl];подпитывать;verb
fulfil;b2;[fʋlʹfıl];выполнять;verb
full;a1;[fʋl];полный;adjective
full-time;b2;[fʋl]-[taım];штатный;adjective
full-time;b2;[fʋl]-[taım];полностью;adverb
fully;b2;[ʹfʋlı];полностью;adverb
fun;a2;[fʌn];веселый;adjective
fun;a1;[fʌn];веселье;noun
function;b1;[ʹfʌŋkʃ(ə)n];функция;noun
function;b2;[ʹfʌŋkʃ(ə)n];функционировать;verb
functional;c1;[ʹfʌŋkʃ(ə)nəl];функциональный;adjective
fund;b2;[fʌnd];фонд;noun
fund;b2;[fʌnd];финансировать;verb
fundamental;b2;[͵fʌndəʹmentl];фундаментальный;adjective
fundamentally;b2;[͵fʌndəʹment(ə)lı];принципиально;adverb
funding;b2;[ʹfʌndıŋ];финансирование;noun
fundraising;c1;[ʹfʌndreɪsɪŋ];сбор средств;noun
funeral;c1;[ʹfju:n(ə)rəl];похороны;noun
funny;a1;[ʹfʌnı];смешной;adjective
fur;b1;[fɜ:];мех;noun
furious;b2;[ʹfjʋ(ə)rıəs];яростный;adjective
furniture;a2;[ʹfɜ:nıtʃə];мебель;noun
further;a2;[ʹfɜ:ðə];дальнейший;adjective
further;b1;[ʹfɜ:ðə];далее;adverb
furthermore;b2;[͵fɜ:ðəʹmɔ:];кроме того;adverb
future;a2;[ʹfju:tʃə];будущий;adjective
future;a1;[ʹfju:tʃə];будущее;noun
gain;b2;[geın];выгода;noun
gain;b2;[geın];получить;verb
gallery;a2;[ʹgælərı];галерея;noun
gallon;c1;[ʹgælən];галлон;noun
gambling;c1;[ʹgæmblıŋ];азартные игры;noun
game;a1;[geım];игра;noun
gaming;b2;[ʹgeımıŋ];игра;noun
gang;b2;[gæŋ];банда;noun
gap;a2;[gæp];разрыв;noun
garage;b1;[ʹgærɑ:ʒ];гараж;noun
garden;a1;[gɑ:dn];сад;noun
gas;a2;[gæs];газ;noun
gate;a2;[geıt];ворота;noun
gather;b1;[ʹgæðə];собрать;verb
gathering;c1;[ʹgæð(ə)rıŋ];сбор;noun
gay;b2;[geı];однополый;adjective
gaze;c1;[geız];взгляд;noun
gaze;c1;[geız];смотреть;verb
gear;c1;[gıə];снаряжение;noun
gender;b2;[ʹdʒendə];пол;noun
gene;b2;[dʒi:n];ген;noun
general;a2;[ʹdʒen(ə)rəl];общий;adjective
generally;b1;[ʹdʒen(ə)rəlı];как правило;adverb
generate;b2;[ʹdʒenər(e)ıt];генерировать;verb
generation;b1;[͵dʒenəʹreıʃ(ə)n];поколение;noun
generic;c1;[dʒıʹnerık];общий;adjective
generous;b1;[ʹdʒen(ə)rəs];щедрый;adjective
genetic;b2;[dʒıʹnetık];генетический;adjective
genius;b2;[ʹdʒi:nıəs];гений;noun
genocide;c1;[ʹdʒenəsaıd];геноцид;noun
genre;b2;[ʹʒɒnrə];жанр;noun
