word;lvl;transcription;class
motivate;b2;[ʹməʋtıveıt];verb
motivation;b2;[͵məʋtıʹveıʃ(ə)n];noun
motive;c1;[ʹməʋtıv];noun
motor;b2;[ʹməʋtə];adjective
motor;b2;[ʹməʋtə];noun
motorcycle;a2;[ʹməʋtə͵saık(ə)l];noun
motorist;c1;[ʹməʋt(ə)rıst];noun
mount;b2;[maʋnt];verb
mountain;a1;[ʹmaʋntın];noun
mouse;a1;[maʋs];noun
mouth;a1;[maʋθ];noun
move;b1;[mu:v];noun
move;a1;[mu:v];verb
movement;a2;[ʹmu:vmənt];noun
movie;a1;[ʹmu:vı];noun
moving;b2;[ʹmu:vıŋ];adjective
much;a1;[mʌtʃ];adverb
much;a1;[mʌtʃ];determiner
much;a1;[mʌtʃ];pronoun
mud;b1;[mʌd];noun
multiple;b2;[ʹmʌltıp(ə)l];adjective
multiply;b2;[ʹmʌltıplı];verb
mum;a1;[mʌm];noun
municipal;c1;[mju:ʹnısıp(ə)l];adjective
murder;b1;[ʹmɜ:də];noun
murder;b1;[ʹmɜ:də];verb
muscle;b1;[ʹmʌs(ə)l];noun
museum;a1;[mju:ʹzıəm];noun
music;a1;[ʹmju:zık];noun
musical;a2;[ʹmju:zık(ə)l];adjective
musical;b1;[ʹmju:zık(ə)l];noun
musician;a2;[mju:ʹzıʃ(ə)n];noun
must;a1;[mʌst];modal verb
mutual;c1;[ʹmju:tʃʋəl];adjective
my;a1;[maı];determiner
myself;a2;[maıʹself];pronoun
mysterious;b2;[mıʹstı(ə)rıəs];adjective
mystery;b1;[ʹmıst(ə)rı];noun
myth;b2;[mıθ];noun
nail;b1;[neıl];noun
naked;b2;[ʹneıkıd];adjective
name;a1;[neım];noun
name;a1;[neım];verb
namely;c1;[ʹneımlı];adverb
narrative;b1;[ʹnærətıv];adjective
narrative;b1;[ʹnærətıv];noun
narrow;a2;[ʹnærəʋ];adjective
narrow;b2;[ʹnærəʋ];verb
nasty;b2;[ʹnɑ:stı];adjective
nation;b1;[ʹneıʃ(ə)n];noun
national;a2;[ʹnæʃ(ə)nəl];adjective
national;b2;[ʹnæʃ(ə)nəl];noun
nationwide;c1;[ʹneıʃ(ə)nwaıd];adjective
native;b1;[ʹneıtıv];adjective
native;b1;[ʹneıtıv];noun
natural;a1;[ʹnætʃ(ə)rəl];adjective
naturally;b1;[ʹnætʃ(ə)rəlı];adverb
nature;a2;[ʹneıtʃə];noun
naval;c1;[ʹneıv(ə)l];adjective
navigation;b2;[͵nævıʹgeıʃ(ə)n];noun
near;a1;[nıə];adjective
near;a1;[nıə];adverb
near;a1;[nıə];preposition
nearby;b2;[ʹnıəbaı];adjective
nearby;b2;[ʹnıəbaı];adverb
nearly;a2;[ʹnıəlı];adverb
neat;b2;[ni:t];adjective
necessarily;b1;[ʹnesıs(ə)rılı];adverb
necessary;a2;[ʹnesıs(ə)rı];adjective
necessity;b2;[nıʹsesıtı];noun
neck;a2;[nek];noun
need;a2;[ni:d];noun
need;a1;[ni:d];verb
need;b1;[ni:d];modal verb
needle;b1;[ni:dl];noun
negative;a1;[ʹnegətıv];adjective
negative;b2;[ʹnegətıv];noun
neglect;c1;[nıʹglekt];noun
neglect;c1;[nıʹglekt];verb
negotiate;b2;[nıʹgəʋʃıeıt];verb
negotiation;b2;[nı͵gəʋʃıʹeıʃ(ə)n];noun
neighbour;a1;[ʹneıbə];noun
neighbourhood;b1;[ʹneıbəhʋd];noun
neighbouring;c1;[ʹneıb(ə)rıŋ];adjective
neither;b1;[ʹnaıðə];adverb
neither;a2;[ʹnaıðə];determiner
neither;a2;[ʹnaıðə];pronoun
nerve;b2;[nɜ:v];noun
nervous;a2;[ʹnɜ:vəs];adjective
nest;c1;[nest];noun
net;c1;[net];adjective
net;b1;[net];noun
network;a2;[ʹnetwɜ:k];noun
neutral;b2;[ʹnju:trəl];adjective
never;a1;[ʹnevə];adverb
nevertheless;b2;[͵nevəðəʹles];adverb
new;a1;[nju:];adjective
newly;b2;[ʹnju:lı];adverb
news;a1;[nju:z];noun
newsletter;c1;[ʹnju:z͵letə];noun
newspaper;a1;[ʹnju:s͵peıpə];noun
next;a1;[nekst];adjective
next;a1;[nekst];adverb
next;b1;[nekst];noun
next to;a1;[nekst] [tu:];preposition
nice;a1;[naıs];adjective
niche;c1;[nıtʃ];noun
night;a1;[naıt];noun
nightmare;b2;[ʹnaıtmeə];noun
nine;a1;[naın];number
nineteen;a1;[͵naınʹti:n];number
ninety;a1;[ʹnaıntı];number
no;a1;[nəʋ];determiner
no;a1;[nəʋ];exclamation
no one;a1;[nəʋ] [wʌn];pronoun
noble;c1;[ʹnəʋb(ə)l];adjective
nobody;a1;[ʹnəʋbədı];pronoun
nod;c1;[nɒd];verb
noise;a2;[nɔız];noun
noisy;a2;[ʹnɔızı];adjective
nominate;c1;[ʹnɒmınıt];verb
nomination;c1;[͵nɒmıʹneıʃ(ə)n];noun
nominee;c1;[͵nɒmıʹni:];noun
non-profit;c1;[nɔn]-[ʹprɒfıt];adjective
none;a2;[nʌn];pronoun
nonetheless;c1;[͵nʌnðəʹles];adverb
nonsense;c1;[ʹnɒns(ə)ns];noun
noon;c1;[nu:n];noun
nor;b1;[nɔ:];adverb
nor;b1;[nɔ:];conjunction
norm;b2;[nɔ:m];noun
normal;a2;[ʹnɔ:m(ə)l];adjective
normal;b1;[ʹnɔ:m(ə)l];noun
normally;a2;[ʹnɔːməlɪ];adverb
north;a1;[nɔ:θ];adjective
north;a1;[nɔ:θ];adverb
north;a1;[nɔ:θ];noun
northern;b1;[ʹnɔ:ðən];adjective
nose;a1;[nəʋz];noun
not;a1;[nɒt];adverb
notable;c1;[ʹnəʋtəb(ə)l];adjective
notably;c1;[ʹnəʋtəblı];adverb
note;a1;[nəʋt];noun
note;b1;[nəʋt];verb
notebook;b2;[ʹnəʋtbʋk];noun
nothing;a1;[ʹnʌθıŋ];pronoun
notice;a2;[ʹnəʋtıs];noun
notice;a2;[ʹnəʋtıs];verb
notify;c1;[ʹnəʋtıfaı];verb
notion;b2;[ʹnəʋʃ(ə)n];noun
notorious;c1;[nə(ʋ)ʹtɔ:rıəs];adjective
novel;c1;[ʹnɒv(ə)l];adjective
novel;a2;[ʹnɒv(ə)l];noun
novelist;b2;[ʹnɒv(ə)lıst];noun
november;a1;[nə(ʋ)ʹvembə];noun
now;a1;[naʋ];adverb
now;b1;[naʋ];conjunction
nowadays;b2;[ʹnaʋədeız];adverb
nowhere;a2;[ʹnəʋweə];adverb
nuclear;b1;[ʹnju:klıə];adjective
number;a1;[ʹnʌmbə];noun
number;a2;[ʹnʌmbə];verb
numerous;b2;[ʹnju:m(ə)rəs];adjective
nurse;a1;[nɜ:s];noun
nursery;c1;[ʹnɜ:s(ə)rı];noun
nursing;b2;[ʹnɜ:sıŋ];noun
nut;a2;[nʌt];noun
nutrition;b2;[nju:ʹtrıʃ(ə)n];noun
o'clock;a1;[əʹklɒk];adverb
obesity;b2;[əʋʹbi:sıtı];noun
obey;b2;[ə(ʋ)ʹbeı];verb
object;a1;[ʹɒbdʒekt];noun
object;b2;[ʹɒbdʒekt];verb
objection;c1;[əbʹdʒekʃ(ə)n];noun
objective;b2;[əbʹdʒektıv];adjective
objective;b2;[əbʹdʒektıv];noun
obligation;b2;[͵ɒblıʹgeıʃ(ə)n];noun
oblige;c1;[əʹblaıdʒ];verb
observation;b2;[͵ɒbzəʹveıʃ(ə)n];noun
observe;b2;[əbʹzɜ:v];verb
observer;b2;[əbʹzɜ:və];noun
obsess;c1;[əbʹses];verb
obsession;c1;[əbʹseʃ(ə)n];noun
obstacle;b2;[ʹɒbstək(ə)l];noun
obtain;b2;[əbʹteın];verb
obvious;b1;[ʹɒbvıəs];adjective
obviously;b1;[ʹɒbvıəslı];adverb
occasion;b1;[əʹkeıʒ(ə)n];noun
occasional;c1;[əʹkeıʒ(ə)nəl];adjective
occasionally;b2;[əʹkeıʒ(ə)nəlı];adverb
occupation;b2;[͵ɒkjʋʹpeıʃ(ə)n];noun
occupy;b2;[ʹɒkjʋpaı];verb
occur;b1;[əʹkɜ:];verb
occurrence;c1;[əʹkʌrəns];noun
ocean;a2;[ʹəʋʃ(ə)n];noun
october;a1;[ɒkʹtəʋbə];noun
odd;b1;[ɒd];adjective
odds;c1;[ɒdz];noun
of;a1;[ɒv];preposition
off;a1;[ɒf];adverb
off;a1;[ɒf];preposition
offence;b2;[əʹfens];noun
offend;b2;[əʹfend];verb
offender;b2;[əʹfendə];noun
offensive;b2;[əʹfensıv];adjective
offer;a2;[ʹɒfə];noun
offer;a2;[ʹɒfə];verb
offering;c1;[ʹɒf(ə)rıŋ];noun
office;a1;[ʹɒfıs];noun
officer;a2;[ʹɒfısə];noun
official;b1;[əʹfıʃ(ə)l];adjective
official;b2;[əʹfıʃ(ə)l];noun
offspring;c1;[ʹɒf͵sprıŋ];noun
often;a1;[ʹɒf(t)ən];adverb
oh;a1;[əʋ];exclamation
oil;a2;[ɔıl];noun
ok;a1;[əʊʹkeɪ];adjective
ok;a1;[əʊʹkeɪ];adverb
ok;a1;[əʊʹkeɪ];exclamation
old;a1;[əʋld];adjective
old-fashioned;b1;[əʋld]-fashioned;adjective
on;a1;[ɒn];adverb
on;a1;[ɒn];preposition
once;a1;[wʌns];adverb
once;b1;[wʌns];conjunction
one;a1;[wʌn];determiner
one;a1;[wʌn];number
one;a1;[wʌn];pronoun
ongoing;b2;[ʹɒn͵gəʋıŋ];adjective
onion;a1;[ʹʌnjən];noun
online;a1;[ʹɒnlaɪn];adjective
online;a1;[ʹɒnlaɪn];adverb
only;a1;[ʹəʋnlı];adjective
only;a1;[ʹəʋnlı];adverb
onto;a2;[ʹɒntʋ];preposition
open;a1;[ʹəʋpən];adjective
open;a1;[ʹəʋpən];verb
opening;b2;[ʹəʋp(ə)nıŋ];noun
openly;b2;[ʹəʋp(ə)nlı];adverb
opera;b2;[ʹɒp(ə)rə];noun
operate;b2;[ʹɒpəreıt];verb
operation;b1;[͵ɒpəʹreıʃ(ə)n];noun
operational;c1;[͵ɒpəʹreıʃ(ə)nəl];adjective
operator;b2;[ʹɒpəreıtə];noun
opinion;a1;[əʹpınjən];noun
opponent;b2;[əʹpəʋnənt];noun
opportunity;a2;[͵ɒpəʹtju:nıtı];noun
oppose;b2;[əʹpəʋz];verb
opposed;b2;[ə'pəuzd];adjective
opposite;a1;[ʹɒpəzıt];adjective
opposite;a1;[ʹɒpəzıt];adverb
opposite;a1;[ʹɒpəzıt];noun
opposite;a1;[ʹɒpəzıt];preposition
opposition;b2;[͵ɒpəʹzıʃ(ə)n];noun
opt;c1;[ɒpt];verb
optical;c1;[ʹɒptık(ə)l];adjective
optimism;c1;[ʹɒptımız(ə)m];noun
optimistic;b2;[,ɔpti'mistik(əl)];adjective
option;a2;[ʹɒpʃ(ə)n];noun
or;a1;[ɔ:];conjunction
oral;c1;[ʹɔ:rəl];adjective
orange;a1;[ʹɒrındʒ];adjective
orange;a1;[ʹɒrındʒ];noun
orchestra;b2;[ʹɔ:kıstrə];noun
order;a1;[ʹɔ:də];noun
order;a1;[ʹɔ:də];verb
ordinary;a2;[ʹɔ:d(ə)nrı];adjective
organ;b2;[ʹɔ:gən];noun
organic;b2;[ɔ:ʹgænık];adjective
organization;a2;[͵ɔ:gənaıʹzeıʃ(ə)n];noun
organizational;c1;[͵ɔ:gənaıʹzeıʃ(ə)nəl];adjective
organize;a2;[ʹɔ:gənaız];verb
organized;b1;[ʹɔ:gənaızd];adjective
organizer;b1;[ʹɔ:gənaızə];noun
orientation;c1;[͵ɔ:rıənʹteıʃ(ə)n];noun
origin;b2;[ʹɒrıdʒın];noun
original;a2;[əʹrıdʒın(ə)l];adjective
original;b1;[əʹrıdʒın(ə)l];noun
originally;b1;[əʹrıdʒın(ə)lı];adverb
originate;c1;[əʹrıdʒıneıt];verb
other;a1;[ʹʌðə];adjective
other;a1;[ʹʌðə];pronoun
otherwise;b2;[ʹʌðəwaız];adverb
ought;b1;[ɔ:t];modal verb
our;a1;[ʹaʋə];determiner
ours;b1;[ʹaʋəz];pronoun
ourselves;a2;[aʋəʹselvz];pronoun
out;a1;[aʋt];adverb
out;a1;[aʋt];preposition
outbreak;c1;[ʹaʋtbreık];noun
outcome;b2;[ʹaʋtkʌm];noun
outdoor;b1;[͵aʋtʹdɔ:];adjective
outdoors;b1;[aʋtʹdɔ:z];adverb
outer;b2;[ʹaʋtə];adjective
outfit;b2;[ʹaʋt͵fıt];noun
outing;c1;[ʹaʋtıŋ];noun
outlet;c1;[ʹaʋtlet];noun
outline;b2;[ʹaʋtlaın];noun
outline;b2;[ʹaʋtlaın];verb
outlook;c1;[ʹaʋtlʋk];noun
output;b2;[ʹaʋtpʋt];noun
outrage;c1;[ʹaʋtreıdʒ];noun
outrage;c1;[ʹaʋtreıdʒ];verb
outside;a2;[ʹaʋtsaıd];adjective
outside;a1;[ʹaʋtsaıd];adverb
outside;a2;[ʹaʋtsaıd];noun
outside;a2;[ʹaʋtsaıd];preposition
outsider;c1;[aʋtʹsaıdə];noun
outstanding;b2;[aʋtʹstændıŋ];adjective
oven;a2;[ʹʌv(ə)n];noun
over;a1;[ʹəʋvə];adverb
over;a1;[ʹəʋvə];preposition
overall;b2;[ʹəʋvərɔ:l];adjective
overall;b2;[ʹəʋvərɔ:l];adverb
overcome;b2;[͵əʋvəʹkʌm];verb
overlook;c1;[ʹəʋvəlʋk];verb
overly;c1;[ʹəʋvəlı];adverb
overnight;b2;[͵əʋvəʹnaıt];adverb
overseas;b2;[,əuvə'si:(z)];adjective
overseas;b2;[,əuvə'si:(z)];adverb
oversee;c1;[͵əʋvəʹsi:];verb
overturn;c1;[ʹəʋvətɜ:n];verb
overwhelm;c1;[͵əʋvəʹwelm];verb
overwhelming;c1;[͵əʋvəʹwelmıŋ];adjective
owe;b2;[əʋ];verb
own;a1;[əʋn];adjective
own;a1;[əʋn];pronoun
own;a2;[əʋn];verb
owner;a2;[ʹəʋnə];noun
ownership;b2;[ʹəʋnəʃıp];noun
oxygen;b2;[ʹɒksıdʒ(ə)n];noun
pace;b2;[peıs];noun
pace;b2;[peıs];verb
pack;b1;[pæk];noun
pack;a2;[pæk];verb
package;b1;[ʹpækıdʒ];noun
package;b2;[ʹpækıdʒ];verb
packet;b2;[ʹpækıt];noun
pad;c1;[pæd];noun
page;a1;[peıdʒ];noun
pain;a2;[peın];noun
painful;b1;[ʹpeınf(ə)l];adjective
paint;a1;[peınt];noun
paint;a1;[peınt];verb
painter;a2;[ʹpeıntə];noun
painting;a1;[ʹpeıntıŋ];noun
pair;a1;[peə];noun
palace;a2;[ʹpælıs];noun
pale;b1;[peıl];adjective
palm;b2;[pɑ:m];noun
pan;b1;[pæn];noun
panel;b2;[ʹpænl];noun
panic;b2;[ʹpænık];noun
pants;a2;[pænts];noun
paper;a1;[ʹpeıpə];noun
parade;b2;[pəʹreıd];noun
paragraph;a1;[ʹpærəgrɑ:f];noun
parallel;b2;[ʹpærəlel];adjective
parallel;b2;[ʹpærəlel];noun
parameter;c1;[pəʹræmıtə];noun
parent;a1;[ʹpe(ə)rənt];noun
parental;c1;[pəʹrentl];adjective
parish;c1;[ʹpærıʃ];noun
park;a1;[pɑ:k];noun
park;a1;[pɑ:k];verb
parking;a2;[ʹpɑ:kıŋ];noun
parliament;b2;[ʹpɑ:ləmənt];noun
parliamentary;c1;[͵pɑ:ləʹment(ə)rı];adjective
part;a1;[pɑ:t];noun
part-time;b2;[pɑ:t]-[taım];adjective
partial;c1;[ʹpɑ:ʃ(ə)l];adjective
partially;c1;[ʹpɑ:ʃ(ə)lı];adverb
participant;b2;[pɑ:ʹtısıpənt];noun
participate;b1;[pɑ:ʹtısıpeıt];verb
participation;b2;[pɑ:͵tısıʹpeıʃ(ə)n];noun
particular;a2;[pəʹtıkjʋlə];adjective
particularly;b1;[pəʹtıkjʋləlı];adverb
partly;b2;[ʹpɑ:tlı];adverb
partner;a1;[ʹpɑ:tnə];noun
partnership;b2;[ʹpɑ:tnəʃıp];noun
party;a1;[ʹpɑ:tı];noun
pass;b1;[pɑ:s];noun
pass;a2;[pɑ:s];verb
passage;b2;[ʹpæsıdʒ];noun
passenger;a2;[ʹpæsındʒə];noun
passing;c1;[ʹpɑ:sıŋ];noun
passion;b1;[ʹpæʃ(ə)n];noun
passionate;b2;[ʹpæʃ(ə)nıt];adjective
passive;c1;[ʹpæsıv];adjective
passport;a1;[ʹpɑ:spɔ:t];noun
password;b2;[ʹpɑ:swɜ:d];noun
past;a1;[pɑ:st];adjective
past;a2;[pɑ:st];adverb
past;a1;[pɑ:st];noun
past;a1;[pɑ:st];preposition
pastor;c1;[ʹpɑ:stə];noun
patch;c1;[pætʃ];noun
patent;c1;[ʹpeıt(ə)nt];noun
path;b1;[pɑ:θ];noun
pathway;c1;[ʹpɑ:θweı];noun
patience;b2;[ʹpeıʃ(ə)ns];noun
patient;b2;[ʹpeıʃ(ə)nt];adjective
patient;a2;[ʹpeıʃ(ə)nt];noun
patrol;c1;[pəʹtrəʋl];noun
patrol;c1;[pəʹtrəʋl];verb
patron;c1;[ʹpeıtrən];noun
pattern;a2;[ʹpætn];noun
pause;b2;[pɔ:z];noun
pause;b2;[pɔ:z];verb
pay;a2;[peı];noun
pay;a1;[peı];verb
payment;b1;[ʹpeımənt];noun
peace;a2;[pi:s];noun
peaceful;b1;[ʹpi:sf(ə)l];adjective
peak;c1;[pi:k];noun
peasant;c1;[ʹpez(ə)nt];noun
peculiar;c1;[pıʹkju:lıə];adjective
peer;b2;[pıə];noun
pen;a1;[pen];noun
penalty;b2;[ʹpenltı];noun
pencil;a1;[ʹpens(ə)l];noun
penny;a2;[ʹpenı];noun
pension;b2;[ʹpenʃ(ə)n];noun
people;a1;[ʹpi:p(ə)l];noun
pepper;a1;[ʹpepə];noun
per;a2;[pɜ:];preposition
per cent;a2;[pɜ:] [sent];adjective
per cent;a2;[pɜ:] [sent];adverb
per cent;a2;[pɜ:] [sent];noun
perceive;b2;[pəʹsi:v];verb
percentage;b1;[pəʹsentıdʒ];noun
perception;b2;[pəʹsepʃ(ə)n];noun
perfect;a1;[ʹpɜ:fıkt];adjective
perfectly;b1;[ʹpɜ:fıktlı];adverb
perform;a2;[pəʹfɔ:m];verb
performance;b1;[pəʹfɔ:məns];noun
perhaps;a2;[pəʹhæps];adverb
period;a1;[ʹpı(ə)rıəd];noun
permanent;b2;[ʹpɜ:mənənt];adjective
permanently;b2;[ʹpɜ:mənəntlı];adverb
permission;a2;[pəʹmıʃ(ə)n];noun
permit;b2;[ʹpɜ:mıt];noun
permit;b2;[ʹpɜ:mıt];verb
persist;c1;[pəʹsıst];verb
persistent;c1;[pəʹsıstənt];adjective
person;a1;[ʹpɜ:s(ə)n];noun
personal;a1;[ʹpɜ:s(ə)nəl];adjective
personality;a2;[͵pɜ:səʹnælıtı];noun
personally;b1;[ʹpɜ:s(ə)n(ə)lı];adverb
personnel;c1;[͵pɜ:səʹnel];noun
perspective;b2;[pəʹspektıv];noun
persuade;b1;[pəʹsweıd];verb
pet;a2;[pet];noun
petition;c1;[pıʹtıʃ(ə)n];noun
petrol;a2;[ʹpetrəl];noun
phase;b2;[feız];noun
phenomenon;b2;[fıʹnɒmınən];noun
philosopher;c1;[fıʹlɒsəfə];noun
philosophical;c1;[,filə'sɔfik(əl)];adjective
philosophy;b2;[fıʹlɒsəfı];noun
phone;a1;[fəʋn];noun
phone;a1;[fəʋn];verb
photo;a1;[ʹfəʋtəʋ];noun
photograph;a1;[ʹfəʋtəgrɑ:f];noun
photograph;a2;[ʹfəʋtəgrɑ:f];verb
photographer;b1;[fəʹtɒgrəfə];noun
photography;b1;[fəʹtɒgrəfı];noun
phrase;a1;[freız];noun
physical;a2;[ʹfızık(ə)l];adjective
physician;c1;[fıʹzıʃ(ə)n];noun
physics;a2;[ʹfıızıks];noun
piano;a1;[pıʹænəʋ];noun
pick;b2;[pık];noun
pick;a2;[pık];verb
picture;a1;[ʹpıktʃə];noun
picture;b2;[ʹpıktʃə];verb
piece;a1;[pi:s];noun
pig;a1;[pıg];noun
pile;b2;[paıl];noun
pile;b2;[paıl];verb
pill;b2;[pıl];noun
pilot;a2;[ʹpaılɒt];noun
pin;b1;[pın];noun
pin;b1;[pın];verb
pink;a1;[pıŋk];adjective
pink;a1;[pıŋk];noun
pioneer;c1;[͵paıəʹnıə];noun
pioneer;c1;[͵paıəʹnıə];verb
pipe;b1;[paıp];noun
pipeline;c1;[ʹpaıplaın];noun
pirate;c1;[ʹpaı(ə)rət];noun
pit;c1;[pıt];noun
pitch;b2;[pıtʃ];noun
pity;b2;[ʹpıtı];noun
place;a1;[pleıs];noun
place;b1;[pleıs];verb
placement;b2;[ʹpleısmənt];noun
plain;b2;[pleın];adjective
plan;a1;[plæn];noun
plan;a1;[plæn];verb
plane;a1;[pleın];noun
planet;a2;[ʹplænıt];noun
planning;b1;[ʹplænıŋ];noun
plant;a1;[plɑ:nt];noun
plant;a2;[plɑ:nt];verb
plastic;a2;[ʹplæstık];adjective
plastic;a2;[ʹplæstık];noun
plate;a2;[pleıt];noun
platform;a2;[ʹplætfɔ:m];noun
play;a1;[pleı];noun
play;a1;[pleı];verb
player;a1;[ʹpleıə];noun
plea;c1;[pli:];noun
plead;c1;[pli:d];verb
pleasant;b1;[ʹplez(ə)nt];adjective
please;a1;[pli:z];exclamation
please;a2;[pli:z];verb
pleased;a2;[pli:zd];adjective
pleasure;b1;[ʹpleʒə];noun
pledge;c1;[pledʒ];noun
pledge;c1;[pledʒ];verb
plenty;b1;[ʹplentı];pronoun
plot;b1;[plɒt];noun
plot;b2;[plɒt];verb
plug;c1;[plʌg];noun
plug;c1;[plʌg];verb
plunge;c1;[plʌndʒ];verb
plus;b2;[plʌs];adjective
plus;b2;[plʌs];conjunction
plus;b2;[plʌs];noun
plus;b1;[plʌs];preposition
pocket;a2;[ʹpɒkıt];noun
poem;b1;[ʹpəʋım];noun
poet;b1;[ʹpəʋıt];noun
poetry;b1;[ʹpəʋıtrı];noun
point;a1;[pɔınt];noun
point;b1;[pɔınt];verb
pointed;b2;[ʹpɔıntıd];adjective
poison;b1;[ʹpɔız(ə)n];noun
poison;b1;[ʹpɔız(ə)n];verb
poisonous;b1;[ʹpɔız(ə)nəs];adjective
pole;c1;[pəʋl];noun
police;a1;[pəʹli:s];noun
policeman;a1;[pəʹli:smən];noun
policy;b1;[ʹpɒlısı];noun
polite;a2;[pəʹlaıt];adjective
political;b1;[pəʹlıtık(ə)l];adjective
politician;b1;[͵pɒlıʹtıʃ(ə)n];noun
politics;b1;[ʹpɒlıtıks];noun
poll;c1;[pəʋl];noun
pollution;a2;[pəʹlu:ʃ(ə)n];noun
pond;c1;[pɒnd];noun
pool;a1;[pu:l];noun
poor;a1;[pʋə];adjective
pop;a2;[pɒp];adjective
pop;a2;[pɒp];noun
pop;c1;[pɒp];verb
popular;a1;[ʹpɒpjʋlə];adjective
popularity;b2;[͵pɒpjʋʹlærıtı];noun
population;a2;[͵pɒpjʋʹleıʃ(ə)n];noun
port;b1;[pɔ:t];noun
portfolio;c1;[pɔ:tʹfəʋlıəʋ];noun
portion;b2;[ʹpɔ:ʃ(ə)n];noun
portrait;b1;[ʹpɔ:trıt];noun
portray;c1;[ʹpɔ:treı];verb
pose;b2;[pəʋz];verb
position;a2;[pəʹzıʃ(ə)n];noun
position;b2;[pəʹzıʃ(ə)n];verb
positive;a1;[ʹpɒzıtıv];adjective
positive;b2;[ʹpɒzıtıv];noun
possess;b2;[pəʹzes];verb
possession;a2;[pəʹzeʃ(ə)n];noun
possibility;a2;[͵pɒsəʹbılıtı];noun
possible;a1;[ʹpɒsəb(ə)l];adjective
possibly;b1;[ʹpɒsəblı];adverb
post;a1;[pəʋst];noun
post;a1;[pəʋst];verb
post-war;c1;[pəʋst]-[wɔ:];adjective
poster;a2;[ʹpəʋstə];noun
postpone;c1;[pə(ʋ)ʹspəʋn];verb
pot;b1;[pɒt];noun
potato;a1;[pəʹteıtəʋ];noun
potential;b2;[pəʹtenʃ(ə)l];adjective
potential;b2;[pəʹtenʃ(ə)l];noun
potentially;b2;[pəʹtɛnʃ(ə)li];adverb
pound;a1;[paʋnd];noun
pour;b1;[pɔ:];verb
poverty;b1;[ʹpɒvətı];noun
powder;b1;[ʹpaʋdə];noun
power;a2;[ʹpaʋə];noun
power;b2;[ʹpaʋə];verb
powerful;b1;[ʹpaʋəf(ə)l];adjective
practical;b1;[ʹpræktık(ə)l];adjective
practice;a1;[ʹpræktıs];noun
practise;a1;[ʹpræktıs];verb
practitioner;c1;[prækʹtıʃ(ə)nə];noun
praise;b2;[preız];noun
praise;b2;[preız];verb
pray;b1;[preı];verb
prayer;b1;[preə];noun
preach;c1;[pri:tʃ];verb
precede;b2;[prıʹsi:d];verb
precedent;c1;[ʹpresıd(ə)nt];noun
precious;b2;[ʹpreʃəs];adjective
precise;b2;[prıʹsaıs];adjective
precisely;b2;[prıʹsaıslı];adverb
precision;c1;[prıʹsıʒ(ə)n];noun
predator;c1;[ʹpredətə];noun
predecessor;c1;[ʹpri:dısesə];noun
predict;a2;[prıʹdıkt];verb
predictable;b2;[prıʹdıktəb(ə)l];adjective
prediction;b1;[prıʹdıkʃ(ə)n];noun
predominantly;c1;[pri'dɔminəntli];adverb
prefer;a1;[prıʹfɜ:];verb
preference;b2;[ʹpref(ə)rəns];noun
pregnancy;c1;[ʹpregnənsı];noun
pregnant;b2;[ʹpregnənt];adjective
prejudice;c1;[ʹpredʒədıs];noun
preliminary;c1;[prıʹlımın(ə)rı];adjective
premier;c1;[ʹpremıə];adjective
premise;c1;[ʹpremıs];noun
premium;c1;[ʹpri:mıəm];noun
preparation;b2;[͵prepəʹreıʃ(ə)n];noun
prepare;a1;[prıʹpeə];verb
prepared;b1;[prıʹpeəd];adjective
prescribe;c1;[prıʹskraıb];verb
prescription;c1;[prıʹskrıpʃ(ə)n];noun
presence;b2;[ʹprez(ə)ns];noun
present;a1;[ʹprez(ə)nt];adjective
present;a1;[ʹprez(ə)nt];noun
present;a2;[ʹprez(ə)nt];verb
presentation;b1;[͵prez(ə)nʹteıʃ(ə)n];noun
presently;c1;[ʹprez(ə)ntlı];adverb
preservation;c1;[͵prezəʹveıʃ(ə)n];noun
preserve;b2;[prıʹzɜ:v];verb
preside;c1;[prıʹzaıd];verb
presidency;c1;[ʹprezıd(ə)nsı];noun
president;a2;[ʹprezıd(ə)nt];noun
presidential;c1;[͵prezıʹdenʃ(ə)l];adjective
press;b1;[pres];noun
press;b1;[pres];verb
pressure;b1;[ʹpreʃə];noun
prestigious;c1;[preʹstıdʒəs];adjective
presumably;c1;[prıʹzju:məblı];adverb
presume;c1;[prıʹzju:m];verb
pretend;b1;[prıʹtend];verb
pretty;a1;[ʹprıtı];adjective
pretty;a1;[ʹprıtı];adverb
prevail;c1;[prıʹveıl];verb
prevalence;c1;[ʹprevələns];noun
prevent;a2;[prıʹvent];verb
prevention;c1;[prıʹvenʃ(ə)n];noun
previous;b1;[ʹpri:vıəs];adjective
previously;b1;[ʹpri:vıəslı];adverb
prey;c1;[preı];noun
price;a1;[praıs];noun
price;b2;[praıs];verb
pride;b2;[praıd];noun
priest;b1;[pri:st];noun
primarily;b2;[ʹpraım(ə)rəlı];adverb
primary;b1;[ʹpraım(ə)rı];adjective
prime;b2;[praım];adjective
prince;b1;[prıns];noun
princess;b1;[͵prınʹses];noun
principal;b2;[ʹprınsıp(ə)l];adjective
principal;c1;[ʹprınsıp(ə)l];noun
principle;b2;[ʹprınsıp(ə)l];noun
print;b2;[prınt];noun
print;a2;[prınt];verb
printer;a2;[ʹprıntə];noun
printing;b1;[ʹprıntıŋ];noun
prior;b2;[ʹpraıə];adjective
